college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band,Country
53293,2,2021,,43.6–45.5,100,3,94,351–400,
53293,2,2021,,43.6–45.5,100,4,25,351–400,
53293,2,2021,,43.6–45.5,100,5,28.8,351–400,
53294,2,2021,,43.6–45.5,100,1,60.8,351–400,
53294,2,2021,,43.6–45.5,100,2,33.5,351–400,
53294,2,2021,,43.6–45.5,100,3,87.7,351–400,
53294,2,2021,,43.6–45.5,100,4,33.2,351–400,
53294,2,2021,,43.6–45.5,100,5,28.7,351–400,
53295,2,2021,,48.0–50.5,100,1,95.7,251–300,
53295,2,2021,,48.0–50.5,100,2,36,251–300,
53295,2,2021,,48.0–50.5,100,3,83.3,251–300,
53295,2,2021,,48.0–50.5,100,4,21.6,251–300,
53295,2,2021,,48.0–50.5,100,5,20.7,251–300,
53296,2,2021,,30.2–36.3,100,1,49,601–800,
53296,2,2021,,30.2–36.3,100,2,33.8,601–800,
53296,2,2021,,30.2–36.3,100,3,79.2,601–800,
53296,2,2021,,30.2–36.3,100,4,22.5,601–800,
53296,2,2021,,30.2–36.3,100,5,25.7,601–800,
53297,2,2021,,45.6–47.9,100,1,67.2,301–350,
53297,2,2021,,45.6–47.9,100,2,34.4,301–350,
53297,2,2021,,45.6–47.9,100,3,96.5,301–350,
53297,2,2021,,45.6–47.9,100,4,34.8,301–350,
53297,2,2021,,45.6–47.9,100,5,30.8,301–350,
53298,2,2021,,39.8–43.5,100,1,66.2,401–500,
53298,2,2021,,39.8–43.5,100,2,36.1,401–500,
53298,2,2021,,39.8–43.5,100,3,92.4,401–500,
53298,2,2021,,39.8–43.5,100,4,25.6,401–500,
53298,2,2021,,39.8–43.5,100,5,21.5,401–500,
53299,2,2021,,30.2–36.3,100,1,41.8,601–800,
53299,2,2021,,30.2–36.3,100,2,33.6,601–800,
53299,2,2021,,30.2–36.3,100,3,76.5,601–800,
53299,2,2021,,30.2–36.3,100,4,18,601–800,
53299,2,2021,,30.2–36.3,100,5,20.2,601–800,
53300,2,2021,,39.8–43.5,100,1,62,401–500,
53300,2,2021,,39.8–43.5,100,2,38.6,401–500,
53300,2,2021,,39.8–43.5,100,3,79,401–500,
53300,2,2021,,39.8–43.5,100,4,23.8,401–500,
53300,2,2021,,39.8–43.5,100,5,23.8,401–500,
53304,2,2021,,30.2–36.3,100,1,62.4,601–800,
53304,2,2021,,30.2–36.3,100,2,33.7,601–800,
53304,2,2021,,30.2–36.3,100,3,63.9,601–800,
53304,2,2021,,30.2–36.3,100,4,10.6,601–800,
53304,2,2021,,30.2–36.3,100,5,16.9,601–800,
53305,2,2021,,25.1–30.1,100,1,37.8,801–1000,
53305,2,2021,,25.1–30.1,100,2,33.6,801–1000,
53305,2,2021,,25.1–30.1,100,3,65.9,801–1000,
53305,2,2021,,25.1–30.1,100,4,13.1,801–1000,
53305,2,2021,,25.1–30.1,100,5,17.4,801–1000,
53306,2,2021,,25.1–30.1,100,1,33.5,801–1000,
53306,2,2021,,25.1–30.1,100,2,33.4,801–1000,
53306,2,2021,,25.1–30.1,100,3,80.3,801–1000,
53306,2,2021,,25.1–30.1,100,4,14.8,801–1000,
53306,2,2021,,25.1–30.1,100,5,22.1,801–1000,
53308,2,2021,,30.2–36.3,100,1,51.4,601–800,
53308,2,2021,,30.2–36.3,100,2,34.3,601–800,
53308,2,2021,,30.2–36.3,100,3,91.9,601–800,
53308,2,2021,,30.2–36.3,100,4,16.2,601–800,
53308,2,2021,,30.2–36.3,100,5,18,601–800,
53309,2,2021,,25.1–30.1,100,1,45.2,801–1000,
53309,2,2021,,25.1–30.1,100,2,34.2,801–1000,
53309,2,2021,,25.1–30.1,100,3,81.3,801–1000,
53309,2,2021,,25.1–30.1,100,4,12.2,801–1000,
53309,2,2021,,25.1–30.1,100,5,17.7,801–1000,
53310,2,2021,,30.2–36.3,100,1,49.9,601–800,
53310,2,2021,,30.2–36.3,100,2,35.4,601–800,
53310,2,2021,,30.2–36.3,100,3,77.1,601–800,
53310,2,2021,,30.2–36.3,100,4,22.6,601–800,
53310,2,2021,,30.2–36.3,100,5,24.4,601–800,
53311,2,2021,,36.4–39.7,100,1,59,501–600,
53311,2,2021,,36.4–39.7,100,2,35.1,501–600,
53311,2,2021,,36.4–39.7,100,3,76.2,501–600,
53311,2,2021,,36.4–39.7,100,4,23.5,501–600,
53311,2,2021,,36.4–39.7,100,5,23.7,501–600,
53312,2,2021,,36.4–39.7,100,1,71.5,501–600,
53312,2,2021,,36.4–39.7,100,2,34,501–600,
53312,2,2021,,36.4–39.7,100,3,71.7,501–600,
53312,2,2021,,36.4–39.7,100,4,14.6,501–600,
53312,2,2021,,36.4–39.7,100,5,17.1,501–600,
53313,2,2021,,25.1–30.1,100,1,31.8,801–1000,
53313,2,2021,,25.1–30.1,100,2,33.9,801–1000,
53313,2,2021,,25.1–30.1,100,3,78.3,801–1000,
53313,2,2021,,25.1–30.1,100,4,14.2,801–1000,
53313,2,2021,,25.1–30.1,100,5,17.2,801–1000,
53314,2,2021,,36.4–39.7,100,1,70.4,501–600,
53314,2,2021,,36.4–39.7,100,2,33.9,501–600,
53314,2,2021,,36.4–39.7,100,3,88.6,501–600,
53314,2,2021,,36.4–39.7,100,4,16.7,501–600,
53314,2,2021,,36.4–39.7,100,5,18.8,501–600,
53315,2,2021,,25.1–30.1,100,1,39,801–1000,
53315,2,2021,,25.1–30.1,100,2,34.3,801–1000,
53315,2,2021,,25.1–30.1,100,3,70.1,801–1000,
53315,2,2021,,25.1–30.1,100,4,16,801–1000,
53315,2,2021,,25.1–30.1,100,5,21.1,801–1000,
53316,2,2021,,25.1–30.1,100,1,43.2,801–1000,
53316,2,2021,,25.1–30.1,100,2,33.7,801–1000,
53316,2,2021,,25.1–30.1,100,3,54.5,801–1000,
53316,2,2021,,25.1–30.1,100,4,11.7,801–1000,
53316,2,2021,,25.1–30.1,100,5,16.4,801–1000,
53317,2,2021,,39.8–43.5,100,1,83.9,401–500,
53317,2,2021,,39.8–43.5,100,2,33.7,401–500,
53317,2,2021,,39.8–43.5,100,3,67.1,401–500,
53317,2,2021,,39.8–43.5,100,4,14.5,401–500,
53317,2,2021,,39.8–43.5,100,5,17,401–500,
53318,2,2021,,25.1–30.1,100,1,36,801–1000,
53318,2,2021,,25.1–30.1,100,2,33.8,801–1000,
53318,2,2021,,25.1–30.1,100,3,83.9,801–1000,
53318,2,2021,,25.1–30.1,100,4,16.9,801–1000,
53318,2,2021,,25.1–30.1,100,5,17.9,801–1000,
53319,2,2021,,25.1–30.1,100,1,37.4,801–1000,
53319,2,2021,,25.1–30.1,100,2,33.5,801–1000,
53319,2,2021,,25.1–30.1,100,3,65.2,801–1000,
53319,2,2021,,25.1–30.1,100,4,13.2,801–1000,
53319,2,2021,,25.1–30.1,100,5,16.2,801–1000,
31153,2,2020,30,79.4,100,1,96.4,,
31153,2,2020,30,79.4,100,2,38.9,,
31153,2,2020,30,79.4,100,3,93.8,,
31153,2,2020,30,79.4,100,4,74.1,,
31153,2,2020,30,79.4,100,5,67.3,,
31165,2,2020,155,57.1,100,1,78,,
31165,2,2020,155,57.1,100,2,39.9,,
31165,2,2020,155,57.1,100,3,87.5,,
31165,2,2020,155,57.1,100,4,45.9,,
31165,2,2020,155,57.1,100,5,41.1,,
31252,2,2020,10,89.8,100,1,97,,
31252,2,2020,10,89.8,100,2,69.9,,
31252,2,2020,10,89.8,100,3,97.1,,
31252,2,2020,10,89.8,100,4,87.6,,
31252,2,2020,10,89.8,100,5,84.5,,
31258,2,2020,,42.4–44.4,100,1,60.4,351–400,
31258,2,2020,,42.4–44.4,100,2,35.1,351–400,
31258,2,2020,,42.4–44.4,100,3,79.4,351–400,
31258,2,2020,,42.4–44.4,100,4,28.6,351–400,
31258,2,2020,,42.4–44.4,100,5,33.8,351–400,
32658,2,2020,,50.1–53.7,100,1,83.7,201–250,
32658,2,2020,,50.1–53.7,100,2,38.7,201–250,
32658,2,2020,,50.1–53.7,100,3,96.4,201–250,
32658,2,2020,,50.1–53.7,100,4,35.5,201–250,
32658,2,2020,,50.1–53.7,100,5,31.2,201–250,
32663,2,2020,,35.3–38.7,100,1,66.5,501–600,
32663,2,2020,,35.3–38.7,100,2,34.8,501–600,
32663,2,2020,,35.3–38.7,100,3,57,501–600,
32663,2,2020,,35.3–38.7,100,4,16.1,501–600,
32663,2,2020,,35.3–38.7,100,5,18.2,501–600,
32664,2,2020,117,60.1,100,1,83,,
32664,2,2020,117,60.1,100,2,45.8,,
32664,2,2020,117,60.1,100,3,87.3,,
32664,2,2020,117,60.1,100,4,46.4,,
32664,2,2020,117,60.1,100,5,45.2,,
32665,2,2020,15,87.1,100,1,96.1,,
32665,2,2020,15,87.1,100,2,42.7,,
32665,2,2020,15,87.1,100,3,96.2,,
32665,2,2020,15,87.1,100,4,88.7,,
32665,2,2020,15,87.1,100,5,77.8,,
32666,2,2020,168,56,100,1,95.2,,
32666,2,2020,168,56,100,2,45.8,,
32666,2,2020,168,56,100,3,95.7,,
32666,2,2020,168,56,100,4,33.3,,
32666,2,2020,168,56,100,5,30.4,,
32667,2,2020,112,60.9,100,1,92.1,,
32667,2,2020,112,60.9,100,2,39.3,,
32667,2,2020,112,60.9,100,3,89.2,,
32667,2,2020,112,60.9,100,4,45.6,,
32667,2,2020,112,60.9,100,5,39.6,,
32668,2,2020,,50.1–53.7,100,1,90.5,201–250,
32668,2,2020,,50.1–53.7,100,2,46.5,201–250,
32668,2,2020,,50.1–53.7,100,3,80.4,201–250,
32668,2,2020,,50.1–53.7,100,4,31.2,201–250,
32668,2,2020,,50.1–53.7,100,5,24.8,201–250,
32669,2,2020,192,54.2,100,1,97.2,,
32669,2,2020,192,54.2,100,2,35.7,,
32669,2,2020,192,54.2,100,3,87.7,,
32669,2,2020,192,54.2,100,4,30.1,,
32669,2,2020,192,54.2,100,5,28.3,,
32670,2,2020,99,62.2,100,1,91.8,,
32670,2,2020,99,62.2,100,2,40,,
32670,2,2020,99,62.2,100,3,92.3,,
32670,2,2020,99,62.2,100,4,47.9,,
32670,2,2020,99,62.2,100,5,41.1,,
32671,2,2020,,42.4–44.4,100,1,67.9,351–400,
32671,2,2020,,42.4–44.4,100,2,35,351–400,
32671,2,2020,,42.4–44.4,100,3,91.5,351–400,
32671,2,2020,,42.4–44.4,100,4,28.4,351–400,
32671,2,2020,,42.4–44.4,100,5,24.1,351–400,
32672,2,2020,166,56.1,100,1,96.2,,
32672,2,2020,166,56.1,100,2,38.1,,
32672,2,2020,166,56.1,100,3,90.7,,
32672,2,2020,166,56.1,100,4,34.8,,
32672,2,2020,166,56.1,100,5,30.1,,
32674,2,2020,152,57.2,100,1,80.3,,
32674,2,2020,152,57.2,100,2,39.4,,
32674,2,2020,152,57.2,100,3,87.5,,
32674,2,2020,152,57.2,100,4,42.6,,
32674,2,2020,152,57.2,100,5,42.7,,
32676,2,2020,,38.8–42.3,100,1,51.9,401–500,
32676,2,2020,,38.8–42.3,100,2,43.6,401–500,
32676,2,2020,,38.8–42.3,100,3,86.2,401–500,
32676,2,2020,,38.8–42.3,100,4,31.6,401–500,
32676,2,2020,,38.8–42.3,100,5,28.3,401–500,
32677,2,2020,,46.9–50.0,100,1,71.9,251–300,
32677,2,2020,,46.9–50.0,100,2,46.8,251–300,
32677,2,2020,,46.9–50.0,100,3,93.7,251–300,
32677,2,2020,,46.9–50.0,100,4,34.3,251–300,
32677,2,2020,,46.9–50.0,100,5,30.2,251–300,
32685,2,2020,,44.5–46.8,100,1,99.9,301–350,
32685,2,2020,,44.5–46.8,100,2,35.1,301–350,
32685,2,2020,,44.5–46.8,100,3,83.7,301–350,
32685,2,2020,,44.5–46.8,100,4,14.4,301–350,
32685,2,2020,,44.5–46.8,100,5,17.9,301–350,
32686,2,2020,,22.2–28.2,100,1,40.4,801–1000,
32686,2,2020,,22.2–28.2,100,2,35.6,801–1000,
32686,2,2020,,22.2–28.2,100,3,80,801–1000,
32686,2,2020,,22.2–28.2,100,4,13.9,801–1000,
32686,2,2020,,22.2–28.2,100,5,16.7,801–1000,
32687,2,2020,36,75.7,100,1,94.8,,
32687,2,2020,36,75.7,100,2,45.6,,
32687,2,2020,36,75.7,100,3,95.6,,
32687,2,2020,36,75.7,100,4,68.5,,
32687,2,2020,36,75.7,100,5,61.3,,
32688,2,2020,110,61.3,100,1,98,,
32688,2,2020,110,61.3,100,2,44.1,,
32688,2,2020,110,61.3,100,3,96.7,,
32688,2,2020,110,61.3,100,4,43.1,,
32688,2,2020,110,61.3,100,5,35.3,,
32732,2,2020,,28.3–35.2,100,1,49.7,601–800,
32732,2,2020,,28.3–35.2,100,2,42.8,601–800,
32732,2,2020,,28.3–35.2,100,3,71.8,601–800,
32732,2,2020,,28.3–35.2,100,4,25.2,601–800,
32732,2,2020,,28.3–35.2,100,5,21,601–800,
32733,2,2020,164,56.4,100,1,75.4,,
32733,2,2020,164,56.4,100,2,41.2,,
32733,2,2020,164,56.4,100,3,94.4,,
32733,2,2020,164,56.4,100,4,43.9,,
32733,2,2020,164,56.4,100,5,41.7,,
33549,2,2020,3,94.4,100,1,95.8,,
33549,2,2020,3,94.4,100,2,59.3,,
33549,2,2020,3,94.4,100,3,95,,
33549,2,2020,3,94.4,100,4,98.7,,
33549,2,2020,3,94.4,100,5,91.4,,
33550,2,2020,55,69.7,100,1,85.2,,
33550,2,2020,55,69.7,100,2,44.7,,
33550,2,2020,55,69.7,100,3,91,,
33550,2,2020,55,69.7,100,4,63.8,,
33550,2,2020,55,69.7,100,5,56.9,,
33850,2,2020,87,63.2,100,1,95.5,,
33850,2,2020,87,63.2,100,2,40.9,,
33850,2,2020,87,63.2,100,3,86.6,,
33850,2,2020,87,63.2,100,4,48.4,,
33850,2,2020,87,63.2,100,5,41.8,,
34147,2,2020,122,59.8,100,1,88,,
34147,2,2020,122,59.8,100,2,40.1,,
34147,2,2020,122,59.8,100,3,94.2,,
34147,2,2020,122,59.8,100,4,44.3,,
34147,2,2020,122,59.8,100,5,40.2,,
35314,2,2020,,38.8–42.3,100,1,31.2,401–500,
35314,2,2020,,38.8–42.3,100,2,34.4,401–500,
35314,2,2020,,38.8–42.3,100,3,79.5,401–500,
35314,2,2020,,38.8–42.3,100,4,37.7,401–500,
35314,2,2020,,38.8–42.3,100,5,41.9,401–500,
35315,2,2020,,46.9–50.0,100,1,73.4,251–300,
35315,2,2020,,46.9–50.0,100,2,37.1,251–300,
35315,2,2020,,46.9–50.0,100,3,92.8,251–300,
35315,2,2020,,46.9–50.0,100,4,30.2,251–300,
35315,2,2020,,46.9–50.0,100,5,30.6,251–300,
35316,2,2020,77,64.6,100,1,88.8,,
35316,2,2020,77,64.6,100,2,42.8,,
35316,2,2020,77,64.6,100,3,93.8,,
35316,2,2020,77,64.6,100,4,52.7,,
35316,2,2020,77,64.6,100,5,46.9,,
35317,2,2020,128,58.9,100,1,85.1,,
35317,2,2020,128,58.9,100,2,36.4,,
35317,2,2020,128,58.9,100,3,85.4,,
35317,2,2020,128,58.9,100,4,46.6,,
35317,2,2020,128,58.9,100,5,40.3,,
36440,2,2020,,50.1–53.7,100,1,76.9,201–250,
36440,2,2020,,50.1–53.7,100,2,40.3,201–250,
36440,2,2020,,50.1–53.7,100,3,91.9,201–250,
36440,2,2020,,50.1–53.7,100,4,35.2,201–250,
36440,2,2020,,50.1–53.7,100,5,32.1,201–250,
36441,2,2020,146,57.4,100,1,92.4,,
36441,2,2020,146,57.4,100,2,37.8,,
36441,2,2020,146,57.4,100,3,91.9,,
36441,2,2020,146,57.4,100,4,38.9,,
36441,2,2020,146,57.4,100,5,33.9,,
36443,2,2020,1,95.4,100,1,98.4,,
36443,2,2020,1,95.4,100,2,65.5,,
36443,2,2020,1,95.4,100,3,96.4,,
36443,2,2020,1,95.4,100,4,99.6,,
36443,2,2020,1,95.4,100,5,90.5,,
36445,2,2020,,46.9–50.0,100,1,75.7,251–300,
36445,2,2020,,46.9–50.0,100,2,37.5,251–300,
36445,2,2020,,46.9–50.0,100,3,90.3,251–300,
36445,2,2020,,46.9–50.0,100,4,31.1,251–300,
36445,2,2020,,46.9–50.0,100,5,28.6,251–300,
36446,2,2020,133,58.5,100,1,75.5,,
36446,2,2020,133,58.5,100,2,37.9,,
36446,2,2020,133,58.5,100,3,91.7,,
36446,2,2020,133,58.5,100,4,47.8,,
36446,2,2020,133,58.5,100,5,45.5,,
36455,2,2020,,42.4–44.4,100,1,75.5,351–400,
36455,2,2020,,42.4–44.4,100,2,35.2,351–400,
36455,2,2020,,42.4–44.4,100,3,82.1,351–400,
36455,2,2020,,42.4–44.4,100,4,25.3,351–400,
36455,2,2020,,42.4–44.4,100,5,23.6,351–400,
36467,2,2020,,28.3–35.2,100,1,44.1,601–800,
36467,2,2020,,28.3–35.2,100,2,34.7,601–800,
36467,2,2020,,28.3–35.2,100,3,89.3,601–800,
36467,2,2020,,28.3–35.2,100,4,12.7,601–800,
36467,2,2020,,28.3–35.2,100,5,17.4,601–800,
36476,2,2020,,50.1–53.7,100,1,98.2,201–250,
36476,2,2020,,50.1–53.7,100,2,36.9,201–250,
36476,2,2020,,50.1–53.7,100,3,79.6,201–250,
36476,2,2020,,50.1–53.7,100,4,22,201–250,
36476,2,2020,,50.1–53.7,100,5,24,201–250,
36484,2,2020,,10.7–22.1,100,1,18.1,1001+,
36484,2,2020,,10.7–22.1,100,2,34.8,1001+,
36484,2,2020,,10.7–22.1,100,3,75.3,1001+,
36484,2,2020,,10.7–22.1,100,4,10.4,1001+,
36484,2,2020,,10.7–22.1,100,5,15.4,1001+,
36487,2,2020,,22.2–28.2,100,1,31.3,801–1000,
36487,2,2020,,22.2–28.2,100,2,34.5,801–1000,
36487,2,2020,,22.2–28.2,100,3,76,801–1000,
36487,2,2020,,22.2–28.2,100,4,19.9,801–1000,
36487,2,2020,,22.2–28.2,100,5,18.7,801–1000,
36496,2,2020,,28.3–35.2,100,1,50.4,601–800,
36496,2,2020,,28.3–35.2,100,2,34.6,601–800,
36496,2,2020,,28.3–35.2,100,3,75.6,601–800,
36496,2,2020,,28.3–35.2,100,4,13.8,601–800,
36496,2,2020,,28.3–35.2,100,5,16.9,601–800,
36725,2,2020,,38.8–42.3,100,1,78.2,401–500,
36725,2,2020,,38.8–42.3,100,2,34.9,401–500,
36725,2,2020,,38.8–42.3,100,3,71.8,401–500,
36725,2,2020,,38.8–42.3,100,4,17.5,401–500,
36725,2,2020,,38.8–42.3,100,5,17.7,401–500,
37144,2,2020,27,81.3,100,1,92.8,,
37144,2,2020,27,81.3,100,2,35.1,,
37144,2,2020,27,81.3,100,3,93.2,,
37144,2,2020,27,81.3,100,4,83,,
37144,2,2020,27,81.3,100,5,69,,
38534,2,2020,139,58,100,1,92.5,,
38534,2,2020,139,58,100,2,36,,
38534,2,2020,139,58,100,3,94.2,,
38534,2,2020,139,58,100,4,39.4,,
38534,2,2020,139,58,100,5,34.7,,
53138,2,2020,,44.5–46.8,100,1,80.3,301–350,
53138,2,2020,,44.5–46.8,100,2,37.3,301–350,
53138,2,2020,,44.5–46.8,100,3,78.2,301–350,
53138,2,2020,,44.5–46.8,100,4,29.8,301–350,
53138,2,2020,,44.5–46.8,100,5,20.3,301–350,
53141,2,2020,,50.1–53.7,100,1,90,201–250,
53141,2,2020,,50.1–53.7,100,2,47.5,201–250,
53141,2,2020,,50.1–53.7,100,3,93.7,201–250,
53141,2,2020,,50.1–53.7,100,4,26.9,201–250,
53141,2,2020,,50.1–53.7,100,5,30.1,201–250,
53153,2,2020,,22.2–28.2,100,1,32.9,801–1000,
53153,2,2020,,22.2–28.2,100,2,35.1,801–1000,
53153,2,2020,,22.2–28.2,100,3,73,801–1000,
53153,2,2020,,22.2–28.2,100,4,13.3,801–1000,
53153,2,2020,,22.2–28.2,100,5,15.7,801–1000,
53160,2,2020,,44.5–46.8,100,1,77.5,301–350,
53160,2,2020,,44.5–46.8,100,2,44.5,301–350,
53160,2,2020,,44.5–46.8,100,3,81.3,301–350,
53160,2,2020,,44.5–46.8,100,4,23.1,301–350,
53160,2,2020,,44.5–46.8,100,5,24.9,301–350,
53162,2,2020,,50.1–53.7,100,1,73.6,201–250,
53162,2,2020,,50.1–53.7,100,2,43.9,201–250,
53162,2,2020,,50.1–53.7,100,3,92.5,201–250,
53162,2,2020,,50.1–53.7,100,4,36.5,201–250,
53162,2,2020,,50.1–53.7,100,5,30.8,201–250,
53163,2,2020,,46.9–50.0,100,1,76.3,251–300,
53163,2,2020,,46.9–50.0,100,2,42.4,251–300,
53163,2,2020,,46.9–50.0,100,3,79.8,251–300,
53163,2,2020,,46.9–50.0,100,4,29.9,251–300,
53163,2,2020,,46.9–50.0,100,5,27.1,251–300,
53168,2,2020,,35.3–38.7,100,1,54.6,501–600,
53168,2,2020,,35.3–38.7,100,2,39.2,501–600,
53168,2,2020,,35.3–38.7,100,3,83.7,501–600,
53168,2,2020,,35.3–38.7,100,4,23.5,501–600,
53168,2,2020,,35.3–38.7,100,5,20.1,501–600,
53189,2,2020,,38.8–42.3,100,1,55.5,401–500,
53189,2,2020,,38.8–42.3,100,2,34.8,401–500,
53189,2,2020,,38.8–42.3,100,3,79.8,401–500,
53189,2,2020,,38.8–42.3,100,4,18.7,401–500,
53189,2,2020,,38.8–42.3,100,5,33.2,401–500,
53190,2,2020,,28.3–35.2,100,1,43.4,601–800,
53190,2,2020,,28.3–35.2,100,2,35.1,601–800,
53190,2,2020,,28.3–35.2,100,3,75.6,601–800,
53190,2,2020,,28.3–35.2,100,4,14.2,601–800,
53190,2,2020,,28.3–35.2,100,5,17.1,601–800,
53193,2,2020,,42.4–44.4,100,1,63.2,351–400,
53193,2,2020,,42.4–44.4,100,2,36.8,351–400,
53193,2,2020,,42.4–44.4,100,3,95.3,351–400,
53193,2,2020,,42.4–44.4,100,4,26.9,351–400,
53193,2,2020,,42.4–44.4,100,5,26.9,351–400,
53195,2,2020,,10.7–22.1,100,1,20.1,1001+,
53195,2,2020,,10.7–22.1,100,2,34.4,1001+,
53195,2,2020,,10.7–22.1,100,3,42.4,1001+,
53195,2,2020,,10.7–22.1,100,4,11.3,1001+,
53195,2,2020,,10.7–22.1,100,5,16.4,1001+,
53196,2,2020,,42.4–44.4,100,1,85.6,351–400,
53196,2,2020,,42.4–44.4,100,2,35.1,351–400,
53196,2,2020,,42.4–44.4,100,3,72.4,351–400,
53196,2,2020,,42.4–44.4,100,4,18.1,351–400,
53196,2,2020,,42.4–44.4,100,5,19.4,351–400,
53197,2,2020,,38.8–42.3,100,1,57.7,401–500,
53197,2,2020,,38.8–42.3,100,2,35.5,401–500,
53197,2,2020,,38.8–42.3,100,3,94.9,401–500,
53197,2,2020,,38.8–42.3,100,4,27.8,401–500,
53197,2,2020,,38.8–42.3,100,5,26.1,401–500,
53235,2,2020,,22.2–28.2,100,1,33.3,801–1000,
53235,2,2020,,22.2–28.2,100,2,34.7,801–1000,
53235,2,2020,,22.2–28.2,100,3,84.2,801–1000,
53235,2,2020,,22.2–28.2,100,4,15.6,801–1000,
53235,2,2020,,22.2–28.2,100,5,17.6,801–1000,
53244,2,2020,,22.2–28.2,100,1,39.5,801–1000,
53244,2,2020,,22.2–28.2,100,2,35,801–1000,
53244,2,2020,,22.2–28.2,100,3,49.8,801–1000,
53244,2,2020,,22.2–28.2,100,4,13.9,801–1000,
53244,2,2020,,22.2–28.2,100,5,16.6,801–1000,
53257,2,2020,,42.4–44.4,100,1,52.9,351–400,
53257,2,2020,,42.4–44.4,100,2,39,351–400,
53257,2,2020,,42.4–44.4,100,3,80.1,351–400,
53257,2,2020,,42.4–44.4,100,4,34.3,351–400,
53257,2,2020,,42.4–44.4,100,5,33.8,351–400,
53258,2,2020,,28.3–35.2,100,1,55.4,601–800,
53258,2,2020,,28.3–35.2,100,2,34.8,601–800,
53258,2,2020,,28.3–35.2,100,3,65.3,601–800,
53258,2,2020,,28.3–35.2,100,4,14.2,601–800,
53258,2,2020,,28.3–35.2,100,5,20.1,601–800,
53261,2,2020,,38.8–42.3,100,1,74.2,401–500,
53261,2,2020,,38.8–42.3,100,2,34.6,401–500,
53261,2,2020,,38.8–42.3,100,3,88.3,401–500,
53261,2,2020,,38.8–42.3,100,4,17.3,401–500,
53261,2,2020,,38.8–42.3,100,5,19.4,401–500,
53270,2,2020,,28.3–35.2,100,1,59.5,601–800,
53270,2,2020,,28.3–35.2,100,2,34.9,601–800,
53270,2,2020,,28.3–35.2,100,3,69,601–800,
53270,2,2020,,28.3–35.2,100,4,12.9,601–800,
53270,2,2020,,28.3–35.2,100,5,17.7,601–800,
53271,2,2020,198,53.8,100,1,67.8,,
53271,2,2020,198,53.8,100,2,37.6,,
53271,2,2020,198,53.8,100,3,96.6,,
53271,2,2020,198,53.8,100,4,41.8,,
53271,2,2020,198,53.8,100,5,42.2,,
53276,2,2020,,50.1–53.7,100,1,85.5,201–250,
53276,2,2020,,50.1–53.7,100,2,41.7,201–250,
53276,2,2020,,50.1–53.7,100,3,87.8,201–250,
53276,2,2020,,50.1–53.7,100,4,36.2,201–250,
53276,2,2020,,50.1–53.7,100,5,31.5,201–250,
53278,2,2020,,10.7–22.1,100,1,23.3,1001+,
53278,2,2020,,10.7–22.1,100,2,35.2,1001+,
53278,2,2020,,10.7–22.1,100,3,75,1001+,
53278,2,2020,,10.7–22.1,100,4,11.3,1001+,
53278,2,2020,,10.7–22.1,100,5,16.8,1001+,
53282,2,2020,198,53.8,100,1,87.1,,
53282,2,2020,198,53.8,100,2,37.8,,
53282,2,2020,198,53.8,100,3,85.1,,
53282,2,2020,198,53.8,100,4,35.5,,
53282,2,2020,198,53.8,100,5,32.5,,
53283,2,2020,165,56.3,100,1,88.8,,
53283,2,2020,165,56.3,100,2,38.8,,
53283,2,2020,165,56.3,100,3,92.2,,
53283,2,2020,165,56.3,100,4,37.5,,
53283,2,2020,165,56.3,100,5,35.2,,
53285,2,2020,146,57.4,100,1,91.8,,
53285,2,2020,146,57.4,100,2,35.9,,
53285,2,2020,146,57.4,100,3,93.6,,
53285,2,2020,146,57.4,100,4,37.9,,
53285,2,2020,146,57.4,100,5,35.3,,
53286,2,2020,,22.2–28.2,100,1,41.4,801–1000,
53286,2,2020,,22.2–28.2,100,2,34.8,801–1000,
53286,2,2020,,22.2–28.2,100,3,52.9,801–1000,
53286,2,2020,,22.2–28.2,100,4,13.2,801–1000,
53286,2,2020,,22.2–28.2,100,5,17.5,801–1000,
53289,2,2020,,22.2–28.2,100,1,42.8,801–1000,
53289,2,2020,,22.2–28.2,100,2,34.6,801–1000,
53289,2,2020,,22.2–28.2,100,3,52.2,801–1000,
53289,2,2020,,22.2–28.2,100,4,9.8,801–1000,
53289,2,2020,,22.2–28.2,100,5,16.8,801–1000,
53293,2,2020,,46.9–50.0,100,1,75.2,251–300,
53293,2,2020,,46.9–50.0,100,2,42,251–300,
53293,2,2020,,46.9–50.0,100,3,94,251–300,
53293,2,2020,,46.9–50.0,100,4,26.7,251–300,
53293,2,2020,,46.9–50.0,100,5,28.4,251–300,
53294,2,2020,,42.4–44.4,100,1,62.8,351–400,
53294,2,2020,,42.4–44.4,100,2,34.5,351–400,
53294,2,2020,,42.4–44.4,100,3,87.4,351–400,
53294,2,2020,,42.4–44.4,100,4,31.5,351–400,
53294,2,2020,,42.4–44.4,100,5,27.6,351–400,
53295,2,2020,,46.9–50.0,100,1,93.3,251–300,
53295,2,2020,,46.9–50.0,100,2,36.8,251–300,
53295,2,2020,,46.9–50.0,100,3,83.2,251–300,
53295,2,2020,,46.9–50.0,100,4,24.1,251–300,
53295,2,2020,,46.9–50.0,100,5,21.3,251–300,
53296,2,2020,,28.3–35.2,100,1,37.4,601–800,
